base_id,base_html_url,id,html_url,CURATION
37810995,https://github.com/NOAA-EMC,37810995,https://github.com/NOAA-EMC,FEDERAL
25617837,https://github.com/fermi-lat,25617837,https://github.com/fermi-lat,FEDERAL
6225798,https://github.com/PNNL-Comp-Mass-Spec,6225798,https://github.com/PNNL-Comp-Mass-Spec,FEDERAL
8713649,https://github.com/USGS-WiM,8713649,https://github.com/USGS-WiM,FEDERAL
116981542,https://github.com/State-of-California-Bank,116981542,https://github.com/State-of-California-Bank,NOT_GOV
1380484,https://github.com/NERSC,1380484,https://github.com/NERSC,FEDERAL
8431983,https://github.com/JGCRI,8431983,https://github.com/JGCRI,FEDERAL
2387173,https://github.com/NCIP,2387173,https://github.com/NCIP,FEDERAL
3812119,https://github.com/ncbi,3812119,https://github.com/ncbi,FEDERAL
977046,https://github.com/WSDOT-GIS,977046,https://github.com/WSDOT-GIS,STATE_OR_LOCAL
1091434,https://github.com/usgs,1091434,https://github.com/usgs,FEDERAL
4949074,https://github.com/CORaleigh,4949074,https://github.com/CORaleigh,STATE_OR_LOCAL
57565050,https://github.com/njc-gov,57565050,https://github.com/njc-gov,STATE_OR_LOCAL
62705204,https://github.com/eic,62705204,https://github.com/eic,FEDERAL
1470878,https://github.com/HHS,1470878,https://github.com/HHS,FEDERAL
8700816,https://github.com/niaid,8700816,https://github.com/niaid,
19188662,https://github.com/Codiscope-public,19188662,https://github.com/Codiscope-public,
630302,https://github.com/City-of-Bloomington,630302,https://github.com/City-of-Bloomington,
3188813,https://github.com/USGS-R,3188813,https://github.com/USGS-R,
1771365,https://github.com/ncats,1771365,https://github.com/ncats,
16090588,https://github.com/ColoradoDemography,16090588,https://github.com/ColoradoDemography,
1126069,https://github.com/nationalparkservice,1126069,https://github.com/nationalparkservice,
65027635,https://github.com/DOI-USGS,65027635,https://github.com/DOI-USGS,
4692291,https://github.com/CityOfBoston,4692291,https://github.com/CityOfBoston,
117945022,https://github.com/JFBFI,117945022,https://github.com/JFBFI,
3855370,https://github.com/idaholab,3855370,https://github.com/idaholab,
5313832,https://github.com/ioos,5313832,https://github.com/ioos,
46757714,https://github.com/NASA-PDS,46757714,https://github.com/NASA-PDS,
2632797,https://github.com/cityofasheville,2632797,https://github.com/cityofasheville,
22624912,https://github.com/NCIOCPL,22624912,https://github.com/NCIOCPL,
31457237,https://github.com/IMMM-SFA,31457237,https://github.com/IMMM-SFA,
16405663,https://github.com/NOAA-PMEL,16405663,https://github.com/NOAA-PMEL,
98121807,https://github.com/THE-STATE-OF-CALIFORNIA,98121807,https://github.com/THE-STATE-OF-CALIFORNIA,
5138006,https://github.com/ORNL,5138006,https://github.com/ORNL,
36890935,https://github.com/GEOS-ESM,36890935,https://github.com/GEOS-ESM,
3866754,https://github.com/olcf,3866754,https://github.com/olcf,
52420195,https://github.com/argonne-lcf,52420195,https://github.com/argonne-lcf,
1107978,https://github.com/CityOfNewYork,1107978,https://github.com/CityOfNewYork,
31081892,https://github.com/SFDigitalServices,31081892,https://github.com/SFDigitalServices,
22459078,https://github.com/podaac,22459078,https://github.com/podaac,
35613606,https://github.com/data2health,35613606,https://github.com/data2health,
43184500,https://github.com/usdot-fhwa-stol,43184500,https://github.com/usdot-fhwa-stol,
72221825,https://github.com/NOAA-GSL,72221825,https://github.com/NOAA-GSL,
632838,https://github.com/FCC,632838,https://github.com/FCC,
10360932,https://github.com/nasa-jpl,10360932,https://github.com/nasa-jpl,
22938605,https://github.com/NIEHS,22938605,https://github.com/NIEHS,
151278916,https://github.com/ACRONIS-ETHEREUM,151278916,https://github.com/ACRONIS-ETHEREUM,
1820436,https://github.com/informaticslab,1820436,https://github.com/informaticslab,
41101308,https://github.com/cagov,41101308,https://github.com/cagov,
96086023,https://github.com/GSA-TTS,96086023,https://github.com/GSA-TTS,
2781444,https://github.com/CDAT,2781444,https://github.com/CDAT,
68607162,https://github.com/NEFSC,68607162,https://github.com/NEFSC,
38365343,https://github.com/PNNL-CompBio,38365343,https://github.com/PNNL-CompBio,
2146920,https://github.com/presidential-innovation-fellows,2146920,https://github.com/presidential-innovation-fellows,
4924121,https://github.com/baltimorecounty,4924121,https://github.com/baltimorecounty,
17053288,https://github.com/lanl-ansi,17053288,https://github.com/lanl-ansi,
7882952,https://github.com/NCI-GDC,7882952,https://github.com/NCI-GDC,
37851411,https://github.com/NASA-AMMOS,37851411,https://github.com/NASA-AMMOS,
85184949,https://github.com/AD-SDL,85184949,https://github.com/AD-SDL,
11298292,https://github.com/NationalSecurityAgency,11298292,https://github.com/NationalSecurityAgency,
9272238,https://github.com/LHNCBC,9272238,https://github.com/LHNCBC,
14825882,https://github.com/LBNL-ETA,14825882,https://github.com/LBNL-ETA,
10426639,https://github.com/CCBR,10426639,https://github.com/CCBR,
13058575,https://github.com/DIDSR,13058575,https://github.com/DIDSR,
3514040,https://github.com/nih-fmrif,3514040,https://github.com/nih-fmrif,
7117320,https://github.com/BayAreaMetro,7117320,https://github.com/BayAreaMetro,
5544503,https://github.com/EDRN,5544503,https://github.com/EDRN,
15705865,https://github.com/CityOfDetroit,15705865,https://github.com/CityOfDetroit,
957578,https://github.com/hpc,957578,https://github.com/hpc,
9325091,https://github.com/CityOfLosAngeles,9325091,https://github.com/CityOfLosAngeles,
50419249,https://github.com/aria-jpl,50419249,https://github.com/aria-jpl,
1236619,https://github.com/ESGF,1236619,https://github.com/ESGF,
151688661,https://github.com/USDOS,151688661,https://github.com/USDOS,
4306066,https://github.com/commonwealth-of-puerto-rico,4306066,https://github.com/commonwealth-of-puerto-rico,
13647379,https://github.com/NewYorkCityCouncil,13647379,https://github.com/NewYorkCityCouncil,
55894823,https://github.com/MeasureAuthoringTool,55894823,https://github.com/MeasureAuthoringTool,
62403735,https://github.com/nasa-itc,62403735,https://github.com/nasa-itc,
2079497,https://github.com/state-hiu,2079497,https://github.com/state-hiu,
12069843,https://github.com/sPHENIX-Collaboration,12069843,https://github.com/sPHENIX-Collaboration,
28271938,https://github.com/USDA-ARS-GBRU,28271938,https://github.com/USDA-ARS-GBRU,
10469195,https://github.com/nasa-nccs-hpda,10469195,https://github.com/nasa-nccs-hpda,
45213714,https://github.com/Mu2e,45213714,https://github.com/Mu2e,
13242850,https://github.com/NASADatanauts,13242850,https://github.com/NASADatanauts,
1256328,https://github.com/adlnet,1256328,https://github.com/adlnet,
5075862,https://github.com/energyapps,5075862,https://github.com/energyapps,
43483820,https://github.com/pds-data-dictionaries,43483820,https://github.com/pds-data-dictionaries,
5875448,https://github.com/VOLTTRON,5875448,https://github.com/VOLTTRON,
5271040,https://github.com/onc-healthit,5271040,https://github.com/onc-healthit,
11219395,https://github.com/NOAA-GFDL,11219395,https://github.com/NOAA-GFDL,
33063686,https://github.com/NCI-CGR,33063686,https://github.com/NCI-CGR,
4238387,https://github.com/TNRIS,4238387,https://github.com/TNRIS,
14997882,https://github.com/adlnet-archive,14997882,https://github.com/adlnet-archive,
14296413,https://github.com/USSBA,14296413,https://github.com/USSBA,
49319992,https://github.com/ImagingDataCommons,49319992,https://github.com/ImagingDataCommons,
5742493,https://github.com/CityofSantaMonica,5742493,https://github.com/CityofSantaMonica,
7784059,https://github.com/EVS-ATMOS,7784059,https://github.com/EVS-ATMOS,
8388580,https://github.com/BAAQMD,8388580,https://github.com/BAAQMD,
10744113,https://github.com/ICJIA,10744113,https://github.com/ICJIA,
108931308,https://github.com/MMCBR,108931308,https://github.com/MMCBR,
18572004,https://github.com/ghrcdaac,18572004,https://github.com/ghrcdaac,
21318037,https://github.com/AdvancedPhotonSource,21318037,https://github.com/AdvancedPhotonSource,
22397803,https://github.com/ORNL-QCI,22397803,https://github.com/ORNL-QCI,
38220006,https://github.com/NOAA-EDAB,38220006,https://github.com/NOAA-EDAB,
48685908,https://github.com/NOAA-PSL,48685908,https://github.com/NOAA-PSL,
17747175,https://github.com/njoy,17747175,https://github.com/njoy,
4809476,https://github.com/NOAA-ORR-ERD,4809476,https://github.com/NOAA-ORR-ERD,
6436775,https://github.com/NSLS-II-CSX,6436775,https://github.com/NSLS-II-CSX,
8751968,https://github.com/usds,8751968,https://github.com/usds,
10234353,https://github.com/uscensusbureau,10234353,https://github.com/uscensusbureau,
13221515,https://github.com/NASA-DEVELOP,13221515,https://github.com/NASA-DEVELOP,
60660814,https://github.com/NOAA-OWP,60660814,https://github.com/NOAA-OWP,
1971769,https://github.com/ccap,1971769,https://github.com/ccap,
10468712,https://github.com/Argonne-National-Laboratory,10468712,https://github.com/Argonne-National-Laboratory,
13661181,https://github.com/NAL-i5K,13661181,https://github.com/NAL-i5K,
38541775,https://github.com/OpenCDSS,38541775,https://github.com/OpenCDSS,
70294394,https://github.com/COMPASS-DOE,70294394,https://github.com/COMPASS-DOE,
102048837,https://github.com/Enterprise-CMCS,102048837,https://github.com/Enterprise-CMCS,
6471964,https://github.com/FDA,6471964,https://github.com/FDA,
20908226,https://github.com/noaa-oar-arl,20908226,https://github.com/noaa-oar-arl,
34316924,https://github.com/LINCS,34316924,https://github.com/LINCS,
12432586,https://github.com/BCDA-APS,12432586,https://github.com/BCDA-APS,
79542980,https://github.com/mochi-hpc,79542980,https://github.com/mochi-hpc,
35935610,https://github.com/PhilaController,35935610,https://github.com/PhilaController,
10067813,https://github.com/NESII,10067813,https://github.com/NESII,
2070730,https://github.com/LibraryOfCongress,2070730,https://github.com/LibraryOfCongress,
6098305,https://github.com/PCMDI,6098305,https://github.com/PCMDI,
14018725,https://github.com/WireCell,14018725,https://github.com/WireCell,
25852362,https://github.com/bnl-sdcc,25852362,https://github.com/bnl-sdcc,
44615001,https://github.com/NREL-Sienna,44615001,https://github.com/NREL-Sienna,
45410492,https://github.com/newjersey,45410492,https://github.com/newjersey,
7605009,https://github.com/CFSAN-Biostatistics,7605009,https://github.com/CFSAN-Biostatistics,
302310,https://github.com/NeoGeographyToolkit,302310,https://github.com/NeoGeographyToolkit,
1110487,https://github.com/usnationalarchives,1110487,https://github.com/usnationalarchives,
35896842,https://github.com/city-of-baltimore,35896842,https://github.com/city-of-baltimore,
40368648,https://github.com/neurogenetics,40368648,https://github.com/neurogenetics,
62717947,https://github.com/UGS-GIO,62717947,https://github.com/UGS-GIO,
7990587,https://github.com/USFWS,7990587,https://github.com/USFWS,
13023164,https://github.com/DCgov,13023164,https://github.com/DCgov,
19174823,https://github.com/BouchardLab,19174823,https://github.com/BouchardLab,
83229750,https://github.com/NIDAP-Community,83229750,https://github.com/NIDAP-Community,
113065052,https://github.com/dfpc-coe,113065052,https://github.com/dfpc-coe,
2043741,https://github.com/WhiteHouse,2043741,https://github.com/WhiteHouse,
35082651,https://github.com/CAWaterBoardDataCenter,35082651,https://github.com/CAWaterBoardDataCenter,
52011210,https://github.com/nasa-gcn,52011210,https://github.com/nasa-gcn,
1122570,https://github.com/JGI-Bioinformatics,1122570,https://github.com/JGI-Bioinformatics,
5444272,https://github.com/WISDEM,5444272,https://github.com/WISDEM,
6739857,https://github.com/NTIA,6739857,https://github.com/NTIA,
28877684,https://github.com/HACC2018,28877684,https://github.com/HACC2018,
31244857,https://github.com/ornldaac,31244857,https://github.com/ornldaac,
124390368,https://github.com/nimh-dsst,124390368,https://github.com/nimh-dsst,
1020090,https://github.com/usagov,1020090,https://github.com/usagov,
6089130,https://github.com/nasa-gibs,6089130,https://github.com/nasa-gibs,
8201902,https://github.com/NIEM,8201902,https://github.com/NIEM,
119818725,https://github.com/LosAngelesController,119818725,https://github.com/LosAngelesController,
24719213,https://github.com/fecgov,24719213,https://github.com/fecgov,
25393811,https://github.com/IdahoLabResearch,25393811,https://github.com/IdahoLabResearch,
37704598,https://github.com/NSLS-II-SST,37704598,https://github.com/NSLS-II-SST,
134229360,https://github.com/WordPress-Me,134229360,https://github.com/WordPress-Me,
91760178,https://github.com/afsc-gap-products,91760178,https://github.com/afsc-gap-products,
150954245,https://github.com/PhenoMeters,150954245,https://github.com/PhenoMeters,
10713694,https://github.com/e-mission,10713694,https://github.com/e-mission,
24705560,https://github.com/mdfbaam,24705560,https://github.com/mdfbaam,
63672722,https://github.com/lbnl-science-it,63672722,https://github.com/lbnl-science-it,
84345927,https://github.com/NIH-NICHD,84345927,https://github.com/NIH-NICHD,
1252476,https://github.com/VHAINNOVATIONS,1252476,https://github.com/VHAINNOVATIONS,
20710894,https://github.com/Office-of-Digital-Services,20710894,https://github.com/Office-of-Digital-Services,
40703704,https://github.com/AZMAG,40703704,https://github.com/AZMAG,
69015891,https://github.com/STRIDES-Codes,69015891,https://github.com/STRIDES-Codes,
91151604,https://github.com/BPHL-Molecular,91151604,https://github.com/BPHL-Molecular,
94091,https://github.com/nysenate,94091,https://github.com/nysenate,
247396,https://github.com/WSDOT,247396,https://github.com/WSDOT,
4389885,https://github.com/peacecorps,4389885,https://github.com/peacecorps,
22181297,https://github.com/ncbi-nlp,22181297,https://github.com/ncbi-nlp,
40641132,https://github.com/ADFG-DSF,40641132,https://github.com/ADFG-DSF,
69804982,https://github.com/OGS-Digital-Service,69804982,https://github.com/OGS-Digital-Service,
82415227,https://github.com/NIH-CARD,82415227,https://github.com/NIH-CARD,
2237126,https://github.com/lbl-anp,2237126,https://github.com/lbl-anp,
4741755,https://github.com/CMAP-REPOS,4741755,https://github.com/CMAP-REPOS,
5739571,https://github.com/lfucg,5739571,https://github.com/lfucg,
31109662,https://github.com/ruppinlab,31109662,https://github.com/ruppinlab,
99744927,https://github.com/NSLS2,99744927,https://github.com/NSLS2,
7408711,https://github.com/NCRN,7408711,https://github.com/NCRN,
10199860,https://github.com/kokkos,10199860,https://github.com/kokkos,
18706005,https://github.com/BerkeleyLab,18706005,https://github.com/BerkeleyLab,
7805060,https://github.com/RaleighPublicUtilities,7805060,https://github.com/RaleighPublicUtilities,
25621677,https://github.com/DARMA-tasking,25621677,https://github.com/DARMA-tasking,
50682529,https://github.com/nasa-pds-engineering-node,50682529,https://github.com/nasa-pds-engineering-node,
3228664,https://github.com/stucco,3228664,https://github.com/stucco,
28877665,https://github.com/HACC17,28877665,https://github.com/HACC17,
32934967,https://github.com/cmr-exchange,32934967,https://github.com/cmr-exchange,
35770967,https://github.com/nasa-cmr,35770967,https://github.com/nasa-cmr,
49317002,https://github.com/MODA-NYC,49317002,https://github.com/MODA-NYC,
51385734,https://github.com/sundials-codes,51385734,https://github.com/sundials-codes,
55150584,https://github.com/SUITS-teams,55150584,https://github.com/SUITS-teams,
1682153,https://github.com/BBGInnovate,1682153,https://github.com/BBGInnovate,
7374001,https://github.com/CTOpenData,7374001,https://github.com/CTOpenData,
9608774,https://github.com/TESTgroup-BNL,9608774,https://github.com/TESTgroup-BNL,
14896849,https://github.com/ActiveDataBio,14896849,https://github.com/ActiveDataBio,
31327108,https://github.com/CA-CODE-Works,31327108,https://github.com/CA-CODE-Works,
13463624,https://github.com/cctbx,13463624,https://github.com/cctbx,
13968993,https://github.com/CityofSyracuse,13968993,https://github.com/CityofSyracuse,
24920400,https://github.com/dayvillefire,24920400,https://github.com/dayvillefire,
26583828,https://github.com/CDTDigital,26583828,https://github.com/CDTDigital,
36519871,https://github.com/InteragencyEcologicalProgram,36519871,https://github.com/InteragencyEcologicalProgram,
46975958,https://github.com/urbanopt,46975958,https://github.com/urbanopt,
70591309,https://github.com/nimh-sfim,70591309,https://github.com/nimh-sfim,
128433263,https://github.com/DSACMS,128433263,https://github.com/DSACMS,
135724172,https://github.com/ccao-data,135724172,https://github.com/ccao-data,
14913395,https://github.com/gaepdit,14913395,https://github.com/gaepdit,
16310767,https://github.com/ORNL-AMO,16310767,https://github.com/ORNL-AMO,
17836869,https://github.com/PDXBES,17836869,https://github.com/PDXBES,
23663503,https://github.com/nsf-open,23663503,https://github.com/nsf-open,
26723568,https://github.com/NIH-HPC,26723568,https://github.com/NIH-HPC,
29147435,https://github.com/VolpeUSDOT,29147435,https://github.com/VolpeUSDOT,
39407742,https://github.com/louisvillemetro-innovation,39407742,https://github.com/louisvillemetro-innovation,
51927588,https://github.com/fermi-ad,51927588,https://github.com/fermi-ad,
56271479,https://github.com/dbp-osel,56271479,https://github.com/dbp-osel,
110298927,https://github.com/sccity,110298927,https://github.com/sccity,
146047520,https://github.com/USDOT-SDC-Archive,146047520,https://github.com/USDOT-SDC-Archive,
2780258,https://github.com/TxDOT,2780258,https://github.com/TxDOT,
4379724,https://github.com/HistoryAtState,4379724,https://github.com/HistoryAtState,
11789853,https://github.com/CentralValleyModeling,11789853,https://github.com/CentralValleyModeling,
47675013,https://github.com/MoTrPAC,47675013,https://github.com/MoTrPAC,
2349100,https://github.com/project-open-data,2349100,https://github.com/project-open-data,
7094243,https://github.com/NSLS-II-CHX,7094243,https://github.com/NSLS-II-CHX,
15895124,https://github.com/CityofPittsburgh,15895124,https://github.com/CityofPittsburgh,
24614541,https://github.com/APSDetectors,24614541,https://github.com/APSDetectors,
72827324,https://github.com/nmfs-ost,72827324,https://github.com/nmfs-ost,
80418898,https://github.com/SWFSC,80418898,https://github.com/SWFSC,
14297960,https://github.com/CityOfVernonia,14297960,https://github.com/CityOfVernonia,
20600077,https://github.com/StateArchivesOfNorthCarolina,20600077,https://github.com/StateArchivesOfNorthCarolina,
31518218,https://github.com/VCGI,31518218,https://github.com/VCGI,
43354427,https://github.com/EMSL-Computing,43354427,https://github.com/EMSL-Computing,
80544774,https://github.com/noaa-nwfsc,80544774,https://github.com/noaa-nwfsc,
81630987,https://github.com/jmhatch-NOAA,81630987,https://github.com/jmhatch-NOAA,
85649538,https://github.com/us-amlr,85649538,https://github.com/us-amlr,
100872237,https://github.com/art-daq,100872237,https://github.com/art-daq,
123025312,https://github.com/NASA-GISS,123025312,https://github.com/NASA-GISS,
14116185,https://github.com/hackingmaterials,14116185,https://github.com/hackingmaterials,
16880732,https://github.com/ANL-DIGR,16880732,https://github.com/ANL-DIGR,
23056647,https://github.com/usdot-jpo-ode,23056647,https://github.com/usdot-jpo-ode,
23178852,https://github.com/CEED,23178852,https://github.com/CEED,
24258133,https://github.com/IdahoLabUnsupported,24258133,https://github.com/IdahoLabUnsupported,
25081808,https://github.com/VANatHeritage,25081808,https://github.com/VANatHeritage,
27742181,https://github.com/XDgov,27742181,https://github.com/XDgov,
69687328,https://github.com/US-EPA-CAMD,69687328,https://github.com/US-EPA-CAMD,
72525564,https://github.com/PNNL-Projects,72525564,https://github.com/PNNL-Projects,
75450368,https://github.com/NIH-NEI,75450368,https://github.com/NIH-NEI,
103523545,https://github.com/NIGMS,103523545,https://github.com/NIGMS,
872044,https://github.com/NMML,872044,https://github.com/NMML,
6226724,https://github.com/WaTech,6226724,https://github.com/WaTech,
18291557,https://github.com/USGS-VIZLAB,18291557,https://github.com/USGS-VIZLAB,
31905082,https://github.com/ARS-SWRC,31905082,https://github.com/ARS-SWRC,
32134724,https://github.com/noaa-nws-cpc,32134724,https://github.com/noaa-nws-cpc,
47160974,https://github.com/nycehs,47160974,https://github.com/nycehs,
66961650,https://github.com/ARM-Development,66961650,https://github.com/ARM-Development,
80335617,https://github.com/CCRGeneticsBranch,80335617,https://github.com/CCRGeneticsBranch,
87395188,https://github.com/art-framework-suite,87395188,https://github.com/art-framework-suite,
134735531,https://github.com/pnnl-predictive-phenomics,134735531,https://github.com/pnnl-predictive-phenomics,
157931392,https://github.com/HWO-GOMAP-Working-Groups,157931392,https://github.com/HWO-GOMAP-Working-Groups,
12666677,https://github.com/LongBeachInnovationTeam,12666677,https://github.com/LongBeachInnovationTeam,
31353337,https://github.com/bioforensics,31353337,https://github.com/bioforensics,
34482102,https://github.com/MODFLOW-USGS,34482102,https://github.com/MODFLOW-USGS,
65427403,https://github.com/aomlomics,65427403,https://github.com/aomlomics,
75026656,https://github.com/at-aaims,75026656,https://github.com/at-aaims,
82513400,https://github.com/noaa-iea,82513400,https://github.com/noaa-iea,
3753398,https://github.com/lbl-srg,3753398,https://github.com/lbl-srg,
7445100,https://github.com/SEED-platform,7445100,https://github.com/SEED-platform,
11429478,https://github.com/usgpo,11429478,https://github.com/usgpo,
16839353,https://github.com/Epi-Info,16839353,https://github.com/Epi-Info,
28628385,https://github.com/SSAgov,28628385,https://github.com/SSAgov,
30129288,https://github.com/WSWCWaterDataExchange,30129288,https://github.com/WSWCWaterDataExchange,
31250211,https://github.com/NSLS-II-BMM,31250211,https://github.com/NSLS-II-BMM,
54634434,https://github.com/BNLNPPS,54634434,https://github.com/BNLNPPS,
56884608,https://github.com/SNEWS2,56884608,https://github.com/SNEWS2,
102252577,https://github.com/DOI-ONRR,102252577,https://github.com/DOI-ONRR,
170864000,https://github.com/akams1,170864000,https://github.com/akams1,
7650012,https://github.com/USGCRP,7650012,https://github.com/USGCRP,
9870973,https://github.com/nwfsc-fram,9870973,https://github.com/nwfsc-fram,
12610391,https://github.com/SCGeology,12610391,https://github.com/SCGeology,
13118737,https://github.com/openucx,13118737,https://github.com/openucx,
14792952,https://github.com/NGEET,14792952,https://github.com/NGEET,
18219693,https://github.com/NSLS-II-ISS,18219693,https://github.com/NSLS-II-ISS,
19679360,https://github.com/lbnl-cybersecurity,19679360,https://github.com/lbnl-cybersecurity,
22777522,https://github.com/thelabdc,22777522,https://github.com/thelabdc,
25064912,https://github.com/Astro250,25064912,https://github.com/Astro250,
76227082,https://github.com/amphibian-exeff,76227082,https://github.com/amphibian-exeff,
81393152,https://github.com/Delta-Stewardship-Council,81393152,https://github.com/Delta-Stewardship-Council,
3119012,https://github.com/petsc,3119012,https://github.com/petsc,
3342484,https://github.com/GeoPlatform,3342484,https://github.com/GeoPlatform,
5272947,https://github.com/NDAR,5272947,https://github.com/NDAR,
7572830,https://github.com/ornlcda,7572830,https://github.com/ornlcda,
9203242,https://github.com/VTrans,9203242,https://github.com/VTrans,
15158894,https://github.com/NCI-CCR-OIT,15158894,https://github.com/NCI-CCR-OIT,
39741641,https://github.com/ECP-VeloC,39741641,https://github.com/ECP-VeloC,
40258750,https://github.com/JudicialCouncilOfCalifornia,40258750,https://github.com/JudicialCouncilOfCalifornia,
50633994,https://github.com/ava-jpl,50633994,https://github.com/ava-jpl,
57017770,https://github.com/The-Lab-at-OPM,57017770,https://github.com/The-Lab-at-OPM,
69053393,https://github.com/ess-dive-community,69053393,https://github.com/ess-dive-community,
76485436,https://github.com/bssw-tutorial,76485436,https://github.com/bssw-tutorial,
82515463,https://github.com/noaa-onms,82515463,https://github.com/noaa-onms,
85766015,https://github.com/NWFSC-OA-lab,85766015,https://github.com/NWFSC-OA-lab,
87089910,https://github.com/QVEU,87089910,https://github.com/QVEU,
88790111,https://github.com/NOAA-National-Severe-Storms-Laboratory,88790111,https://github.com/NOAA-National-Severe-Storms-Laboratory,
93566417,https://github.com/opera-adt,93566417,https://github.com/opera-adt,
105813517,https://github.com/nlm-irp-jianglab,105813517,https://github.com/nlm-irp-jianglab,
107070992,https://github.com/A2JatAKCourts,107070992,https://github.com/A2JatAKCourts,
167921200,https://github.com/BNL-Quantum-Astrometry,167921200,https://github.com/BNL-Quantum-Astrometry,
7958261,https://github.com/ATLASConnect,7958261,https://github.com/ATLASConnect,
10949696,https://github.com/snfactory,10949696,https://github.com/snfactory,
13621712,https://github.com/openPMD,13621712,https://github.com/openPMD,
20195200,https://github.com/doecode,20195200,https://github.com/doecode,
21344804,https://github.com/USDAForestService,21344804,https://github.com/USDAForestService,
32943695,https://github.com/JPLMLIA,32943695,https://github.com/JPLMLIA,
33066930,https://github.com/ciresdem,33066930,https://github.com/ciresdem,
44103240,https://github.com/NICHD-BSPC,44103240,https://github.com/NICHD-BSPC,
56178245,https://github.com/cdcai,56178245,https://github.com/cdcai,
91150709,https://github.com/MolEvolEpid,91150709,https://github.com/MolEvolEpid,
129701,https://github.com/globegit,129701,https://github.com/globegit,
9556244,https://github.com/CAGovOps,9556244,https://github.com/CAGovOps,
10763591,https://github.com/NSLS-II-SRX,10763591,https://github.com/NSLS-II-SRX,
12086737,https://github.com/star-bnl,12086737,https://github.com/star-bnl,
14128985,https://github.com/wdfw-fp,14128985,https://github.com/wdfw-fp,
14929690,https://github.com/SciSpark,14929690,https://github.com/SciSpark,
20208707,https://github.com/US-CBP,20208707,https://github.com/US-CBP,
33848906,https://github.com/Gu-Lab-RBL-NCI,33848906,https://github.com/Gu-Lab-RBL-NCI,
37265852,https://github.com/dhs-gov,37265852,https://github.com/dhs-gov,
39136389,https://github.com/NationalGalleryOfArt,39136389,https://github.com/NationalGalleryOfArt,
46937893,https://github.com/nih-sparc,46937893,https://github.com/nih-sparc,
53576159,https://github.com/supercontainers,53576159,https://github.com/supercontainers,
74414904,https://github.com/WHONDRS-Hub,74414904,https://github.com/WHONDRS-Hub,
77066782,https://github.com/baltimorebudget,77066782,https://github.com/baltimorebudget,
109162754,https://github.com/USDA-ARS-ACSL,109162754,https://github.com/USDA-ARS-ACSL,
124795183,https://github.com/MoonShineWeb,124795183,https://github.com/MoonShineWeb,
1466514,https://github.com/exmatex,1466514,https://github.com/exmatex,
3912274,https://github.com/StateOfCalifornia,3912274,https://github.com/StateOfCalifornia,
8026682,https://github.com/LibraryofVA,8026682,https://github.com/LibraryofVA,
8504951,https://github.com/dessn,8504951,https://github.com/dessn,
11303440,https://github.com/Nek5000,11303440,https://github.com/Nek5000,
11758291,https://github.com/USGS-CMG,11758291,https://github.com/USGS-CMG,
12418062,https://github.com/glideinWMS,12418062,https://github.com/glideinWMS,
15877010,https://github.com/ComPair,15877010,https://github.com/ComPair,
29762982,https://github.com/akhealth,29762982,https://github.com/akhealth,
30850618,https://github.com/dispatchweb,30850618,https://github.com/dispatchweb,
36515201,https://github.com/nwfsc-cb,36515201,https://github.com/nwfsc-cb,
37424218,https://github.com/NOAA-AOML,37424218,https://github.com/NOAA-AOML,
