id,node_id,name,full_name,private,html_url,description,fork,url,created_at,updated_at,pushed_at,homepage,size,stargazers_count,watchers_count,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,forks_count,mirror_url,archived,disabled,open_issues_count,license,allow_forking,is_template,web_commit_signoff_required,topics,visibility,forks,open_issues,watchers,default_branch,owner.login,owner.id,owner.node_id,owner.type,owner.user_view_type,owner.site_admin,permissions.admin,permissions.maintain,permissions.push,permissions.triage,permissions.pull
70381294,MDEwOlJlcG9zaXRvcnk3MDM4MTI5NA==,AIPR2016,xdatacnn/AIPR2016,False,https://github.com/xdatacnn/AIPR2016,"Paper to AIPR'16 workshop DC; cnn within CAMERA, IDEAL and LDRD",False,https://api.github.com/repos/xdatacnn/AIPR2016,2016-10-09T06:15:11Z,2017-11-02T16:07:49Z,2016-10-13T02:20:48Z,,5772,1,1,TeX,True,True,True,True,False,False,0,,False,False,0,,True,False,False,[],public,0,0,1,master,xdatacnn,22692501,MDEyOk9yZ2FuaXphdGlvbjIyNjkyNTAx,Organization,public,False,False,False,False,False,True
