id,node_id,name,full_name,private,html_url,description,fork,url,created_at,updated_at,pushed_at,homepage,size,stargazers_count,watchers_count,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,forks_count,mirror_url,archived,disabled,open_issues_count,license,allow_forking,is_template,web_commit_signoff_required,topics,visibility,forks,open_issues,watchers,default_branch,owner.login,owner.id,owner.node_id,owner.type,owner.user_view_type,owner.site_admin,permissions.admin,permissions.maintain,permissions.push,permissions.triage,permissions.pull
493311105,R_kgDOHWdUgQ,api-examples,USPS/api-examples,False,https://github.com/USPS/api-examples,,False,https://api.github.com/repos/USPS/api-examples,2022-05-17T15:32:14Z,2024-12-18T03:01:39Z,2024-12-20T23:16:38Z,,1278,90,90,,True,True,True,True,False,False,19,,False,False,32,,True,False,False,[],public,19,32,90,main,USPS,7432313,MDEyOk9yZ2FuaXphdGlvbjc0MzIzMTM=,Organization,public,False,False,False,False,False,True
