id,node_id,name,full_name,private,html_url,description,fork,url,created_at,updated_at,pushed_at,homepage,size,stargazers_count,watchers_count,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,forks_count,mirror_url,archived,disabled,open_issues_count,license,allow_forking,is_template,web_commit_signoff_required,topics,visibility,forks,open_issues,watchers,default_branch,owner.login,owner.id,owner.node_id,owner.type,owner.user_view_type,owner.site_admin,permissions.admin,permissions.maintain,permissions.push,permissions.triage,permissions.pull
800297511,R_kgDOL7OSJw,DGNBycatch,swfsc-ProtectedSpeciesAssessment/DGNBycatch,False,https://github.com/swfsc-ProtectedSpeciesAssessment/DGNBycatch,,False,https://api.github.com/repos/swfsc-ProtectedSpeciesAssessment/DGNBycatch,2024-05-14T04:27:17Z,2024-05-14T04:29:38Z,2024-05-14T04:29:34Z,,10764,0,0,,True,True,True,True,False,False,0,,False,False,0,,True,False,False,[],public,0,0,0,main,swfsc-ProtectedSpeciesAssessment,38737860,MDEyOk9yZ2FuaXphdGlvbjM4NzM3ODYw,Organization,public,False,False,False,False,False,True
