id,node_id,name,full_name,private,html_url,description,fork,url,created_at,updated_at,pushed_at,homepage,size,stargazers_count,watchers_count,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,forks_count,mirror_url,archived,disabled,open_issues_count,allow_forking,is_template,web_commit_signoff_required,topics,visibility,forks,open_issues,watchers,default_branch,owner.login,owner.id,owner.node_id,owner.type,owner.user_view_type,owner.site_admin,license.key,license.name,license.spdx_id,license.url,license.node_id,permissions.admin,permissions.maintain,permissions.push,permissions.triage,permissions.pull
752442145,R_kgDOLNlbIQ,Galaxy-Growth,HWO-GOMAP-Working-Groups/Galaxy-Growth,False,https://github.com/HWO-GOMAP-Working-Groups/Galaxy-Growth,,False,https://api.github.com/repos/HWO-GOMAP-Working-Groups/Galaxy-Growth,2024-02-03T21:16:22Z,2024-02-03T21:16:23Z,2024-02-03T21:16:23Z,,3,0,0,,True,True,True,True,False,False,1,,False,False,0,True,False,False,[],public,1,0,0,main,HWO-GOMAP-Working-Groups,157931392,O_kgDOCWnXgA,Organization,public,False,cc0-1.0,Creative Commons Zero v1.0 Universal,CC0-1.0,https://api.github.com/licenses/cc0-1.0,MDc6TGljZW5zZTY=,False,False,False,False,True
752442260,R_kgDOLNlblA,Living-Worlds,HWO-GOMAP-Working-Groups/Living-Worlds,False,https://github.com/HWO-GOMAP-Working-Groups/Living-Worlds,,False,https://api.github.com/repos/HWO-GOMAP-Working-Groups/Living-Worlds,2024-02-03T21:16:59Z,2024-06-26T18:50:22Z,2024-02-03T21:16:59Z,,3,1,1,,True,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,1,main,HWO-GOMAP-Working-Groups,157931392,O_kgDOCWnXgA,Organization,public,False,cc0-1.0,Creative Commons Zero v1.0 Universal,CC0-1.0,https://api.github.com/licenses/cc0-1.0,MDc6TGljZW5zZTY=,False,False,False,False,True
752442408,R_kgDOLNlcKA,Solar-System,HWO-GOMAP-Working-Groups/Solar-System,False,https://github.com/HWO-GOMAP-Working-Groups/Solar-System,,False,https://api.github.com/repos/HWO-GOMAP-Working-Groups/Solar-System,2024-02-03T21:17:35Z,2024-02-03T21:17:35Z,2024-02-03T21:17:35Z,,3,0,0,,True,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,0,main,HWO-GOMAP-Working-Groups,157931392,O_kgDOCWnXgA,Organization,public,False,cc0-1.0,Creative Commons Zero v1.0 Universal,CC0-1.0,https://api.github.com/licenses/cc0-1.0,MDc6TGljZW5zZTY=,False,False,False,False,True
752442869,R_kgDOLNld9Q,Integrated-Modeling,HWO-GOMAP-Working-Groups/Integrated-Modeling,False,https://github.com/HWO-GOMAP-Working-Groups/Integrated-Modeling,,False,https://api.github.com/repos/HWO-GOMAP-Working-Groups/Integrated-Modeling,2024-02-03T21:19:31Z,2024-02-03T21:19:31Z,2024-02-03T21:19:31Z,,3,0,0,,True,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,0,main,HWO-GOMAP-Working-Groups,157931392,O_kgDOCWnXgA,Organization,public,False,cc0-1.0,Creative Commons Zero v1.0 Universal,CC0-1.0,https://api.github.com/licenses/cc0-1.0,MDc6TGljZW5zZTY=,False,False,False,False,True
752443155,R_kgDOLNlfEw,Servicing,HWO-GOMAP-Working-Groups/Servicing,False,https://github.com/HWO-GOMAP-Working-Groups/Servicing,,False,https://api.github.com/repos/HWO-GOMAP-Working-Groups/Servicing,2024-02-03T21:20:44Z,2024-07-11T18:20:19Z,2024-07-11T18:20:16Z,,142,0,0,,True,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,0,main,HWO-GOMAP-Working-Groups,157931392,O_kgDOCWnXgA,Organization,public,False,cc0-1.0,Creative Commons Zero v1.0 Universal,CC0-1.0,https://api.github.com/licenses/cc0-1.0,MDc6TGljZW5zZTY=,False,False,False,False,True
752443338,R_kgDOLNlfyg,Systems,HWO-GOMAP-Working-Groups/Systems,False,https://github.com/HWO-GOMAP-Working-Groups/Systems,,False,https://api.github.com/repos/HWO-GOMAP-Working-Groups/Systems,2024-02-03T21:21:26Z,2024-02-03T21:21:26Z,2024-02-03T21:21:26Z,,3,0,0,,True,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,0,main,HWO-GOMAP-Working-Groups,157931392,O_kgDOCWnXgA,Organization,public,False,cc0-1.0,Creative Commons Zero v1.0 Universal,CC0-1.0,https://api.github.com/licenses/cc0-1.0,MDc6TGljZW5zZTY=,False,False,False,False,True
752443506,R_kgDOLNlgcg,Technology,HWO-GOMAP-Working-Groups/Technology,False,https://github.com/HWO-GOMAP-Working-Groups/Technology,,False,https://api.github.com/repos/HWO-GOMAP-Working-Groups/Technology,2024-02-03T21:22:04Z,2024-03-07T21:35:10Z,2024-02-03T21:22:04Z,,3,1,1,,True,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,1,main,HWO-GOMAP-Working-Groups,157931392,O_kgDOCWnXgA,Organization,public,False,cc0-1.0,Creative Commons Zero v1.0 Universal,CC0-1.0,https://api.github.com/licenses/cc0-1.0,MDc6TGljZW5zZTY=,False,False,False,False,True
752461922,R_kgDOLNmoYg,Sci-Eng-Interface,HWO-GOMAP-Working-Groups/Sci-Eng-Interface,False,https://github.com/HWO-GOMAP-Working-Groups/Sci-Eng-Interface,,False,https://api.github.com/repos/HWO-GOMAP-Working-Groups/Sci-Eng-Interface,2024-02-03T22:53:54Z,2024-12-19T20:51:09Z,2024-12-19T20:51:05Z,,74,9,9,Python,True,True,True,True,False,False,1,,False,False,9,True,False,False,[],public,1,9,9,main,HWO-GOMAP-Working-Groups,157931392,O_kgDOCWnXgA,Organization,public,False,cc0-1.0,Creative Commons Zero v1.0 Universal,CC0-1.0,https://api.github.com/licenses/cc0-1.0,MDc6TGljZW5zZTY=,False,False,False,False,True
753707535,R_kgDOLOyqDw,.github,HWO-GOMAP-Working-Groups/.github,False,https://github.com/HWO-GOMAP-Working-Groups/.github,,False,https://api.github.com/repos/HWO-GOMAP-Working-Groups/.github,2024-02-06T16:40:24Z,2024-09-10T14:24:02Z,2024-09-10T14:20:01Z,,44,0,0,,True,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,0,main,HWO-GOMAP-Working-Groups,157931392,O_kgDOCWnXgA,Organization,public,False,cc0-1.0,Creative Commons Zero v1.0 Universal,CC0-1.0,https://api.github.com/licenses/cc0-1.0,MDc6TGljZW5zZTY=,False,False,False,False,True
759860408,R_kgDOLUqMuA,GIG,HWO-GOMAP-Working-Groups/GIG,False,https://github.com/HWO-GOMAP-Working-Groups/GIG,,False,https://api.github.com/repos/HWO-GOMAP-Working-Groups/GIG,2024-02-19T13:28:07Z,2024-02-19T13:29:08Z,2024-02-19T13:28:07Z,,3,0,0,,True,True,True,True,False,True,0,,False,False,0,True,False,False,[],public,0,0,0,main,HWO-GOMAP-Working-Groups,157931392,O_kgDOCWnXgA,Organization,public,False,cc0-1.0,Creative Commons Zero v1.0 Universal,CC0-1.0,https://api.github.com/licenses/cc0-1.0,MDc6TGljZW5zZTY=,False,False,False,False,True
773137945,R_kgDOLhUmGQ,Science-Case-Simulation-ESY,HWO-GOMAP-Working-Groups/Science-Case-Simulation-ESY,False,https://github.com/HWO-GOMAP-Working-Groups/Science-Case-Simulation-ESY,,False,https://api.github.com/repos/HWO-GOMAP-Working-Groups/Science-Case-Simulation-ESY,2024-03-16T21:14:40Z,2024-09-25T21:15:01Z,2024-09-25T21:14:58Z,,39641,5,5,,True,True,True,True,False,False,1,,False,False,0,True,False,False,[],public,1,0,5,main,HWO-GOMAP-Working-Groups,157931392,O_kgDOCWnXgA,Organization,public,False,cc0-1.0,Creative Commons Zero v1.0 Universal,CC0-1.0,https://api.github.com/licenses/cc0-1.0,MDc6TGljZW5zZTY=,False,False,False,False,True
