id,node_id,name,full_name,private,html_url,description,fork,url,created_at,updated_at,pushed_at,homepage,size,stargazers_count,watchers_count,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,forks_count,mirror_url,archived,disabled,open_issues_count,allow_forking,is_template,web_commit_signoff_required,topics,visibility,forks,open_issues,watchers,default_branch,owner.login,owner.id,owner.node_id,owner.type,owner.user_view_type,owner.site_admin,license.key,license.name,license.spdx_id,license.url,license.node_id,permissions.admin,permissions.maintain,permissions.push,permissions.triage,permissions.pull
863833837,R_kgDOM30O7Q,appliedcomputerscienceseries.github.io,appliedcomputerscienceseries/appliedcomputerscienceseries.github.io,False,https://github.com/appliedcomputerscienceseries/appliedcomputerscienceseries.github.io,Applied Computer Science Invited Speaker Series ,False,https://api.github.com/repos/appliedcomputerscienceseries/appliedcomputerscienceseries.github.io,2024-09-27T02:11:10Z,2024-12-03T16:32:53Z,2024-12-03T16:31:25Z,https:\\appliedcomputerscienceseries.lanl.gov,48,0,0,HTML,True,True,True,True,True,False,1,,False,False,0,True,False,False,"['applied-computer-science', 'computer-science', 'hpc']",public,1,0,0,main,appliedcomputerscienceseries,183040067,O_kgDOCuj4Qw,Organization,public,False,cc0-1.0,Creative Commons Zero v1.0 Universal,CC0-1.0,https://api.github.com/licenses/cc0-1.0,MDc6TGljZW5zZTY=,False,False,False,False,True
870897848,R_kgDOM-jYuA,.github,appliedcomputerscienceseries/.github,False,https://github.com/appliedcomputerscienceseries/.github,Public readme,False,https://api.github.com/repos/appliedcomputerscienceseries/.github,2024-10-10T21:41:31Z,2024-10-10T21:51:21Z,2024-10-10T21:51:16Z,,8,0,0,,True,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,0,main,appliedcomputerscienceseries,183040067,O_kgDOCuj4Qw,Organization,public,False,cc0-1.0,Creative Commons Zero v1.0 Universal,CC0-1.0,https://api.github.com/licenses/cc0-1.0,MDc6TGljZW5zZTY=,False,False,False,False,True
